Amigo	Amigo	NP00000	amigo
	)	Fbt	)
	,	Fc	,
fue	fue	VMIS3S0	ir
secretamte	secretamente	RG	secretamente
desacreditandola	desacreditándola	VMG0000+PP3FSA00	desacreditar+lo
de	de	SPS00	de
Vezino	vecino	NCMS000	vecino
en	en	SPS00	en
Vezino	vecino	NCMS000	vecino
en	en	SPS00	en
el	el	DA0MS0	el
Alvarrio	Albarrio	NP00000	albarrio
â	a	SPS00	a
la	la	DA0FS0	el
Manuela	Manuela	NP00000	manuela
despues	después	RG	después
de	de	SPS00	de
haber	haber	VAN0000	haber
la	la	DA0FS0	el
Manuela	Manuela	NP00000	manuela
echo	hecho	VMP0000	hacer
pr	por	SPS00	por
ella	ella	PP3FS000	él
mas	más	RC	más
que	que	CS	que
por	por	SPS00	por
hija	hija	NCFS000	hijo
	,	Fc	,
y	y	CC	y
Yo	yo	PP1CSN00	yo
tanbien	también	RG	también
,	.	Fp	.
despues	Después	RG	después
dispuso	dispuso	VMIS3S0	disponer
con	con	SPS00	con
todo	todo	DI0MS0	todo
arte	arte	NCCS000	arte
la	la	PP3FSA00	lo
llebaran	llevaran	VMSI3P0	llevar
los	los	DA0MP0	el
Alcaldes	alcaldes	NCMP000	alcalde
â	a	SPS00	a
su	su	DP3CS0	su
Casa	casa	NCFS000	casa
pr	por	SPS00	por
desacreditarla	desacreditarla	VMN0000+PP3FSA00	desacreditar+lo
mas	más	RC	más
,	.	Fp	.
y	Y	CC	y
	,	Fc	,
en	en	SPS00	en
fin	fin	NCMS000	fin
	,	Fc	,
Yo	yo	PP1CSN00	yo
no	no	RN	no
he	he	VAIP1S0	haber
conozido	conocido	VMP0000	conocer
Ana	Ana	NP00000	ana
bolena	Bolena	NP00000	bolena
como	como	PA000000	como
dha	dicha	VMP00SF	decir
Ysabel	Isabel	NP00000	isabel
ni	ni	CCN	ni
mas	más	RC	más
mala	mala	AQ0FS0	malo
Cabeza	cabeza	NCFS000	cabeza
ni	ni	CCN	ni
otra	otra	PI0FS000	otro
mas	más	RC	más
gentil	gentil	AQ0CS0	gentil
enrredadora	enredadora	NCFS000	enredador
y	y	CC	y
enbustera	embustera	NCFS000	embustero
como	como	PA000000	como
sabe	sabe	VMIP3S0	saber
el	el	DA0MS0	el
Mozo	mozo	NCMS000	mozo
tanbien	también	RG	también
	.	Fp	.
y	Y	CC	y
	,	Fc	,
en	en	SPS00	en
fin	fin	NCMS000	fin
	,	Fc	,
la	la	DA0FS0	el
Manuela	Manuela	NP00000	manuela
esta	está	VMIP3S0	estar
con	con	SPS00	con
ella	ella	PP3FS000	él
de	de	SPS00	de
tal	tal	DD0CS0	tal
suerte	suerte	NCFS000	suerte
q	que	CS	que
	,	Fc	,
si	si	CS	si
no	no	RN	no
Vuelbe	vuelve	VMIP3S0	volver
pr	por	SPS00	por
el	el	DA0MS0	el
credito	crédito	NCMS000	crédito
de	de	SPS00	de
su	su	DP3CS0	su
Amo	amo	NCMS000	amo
	(	Fba	(
ya	ya	CS	ya
que	que	CS	que
â	a	SPS00	a
su	su	DP3CS0	su
Ama	ama	NCFS000	amo
es	es	VSIP3S0	ser
irreparable	irreparable	AQ0CS0	irreparable
el	el	DA0MS0	el
que	que	PR0CN000	que
le	le	PP3CSD00	le
hizo	hizo	VMIS3S0	hacer
	)	Fbt	)
,	,	Fc	,
no	no	RN	no
se	sé	VMIP1S0	saber
lo	lo	DA0NS0	lo
que	que	PR0CN000	que
le	le	PP3CSD00	le
suzedera	sucederá	VMIF3S0	suceder
	,	Fc	,
pues	pues	CS	pues
Boca	boca	NCFS000	boca
mas	más	RC	más
desenfranada	desenfrenada	VMP00SF	desenfrenar
ni	ni	CCN	ni
semejante	semejante	AQ0CS0	semejante
no	no	RN	no
es	es	VSIP3S0	ser
Capaz	capaz	AQ0CS0	capaz
,	.	Fp	.
y	Y	CC	y
lo	lo	DA0NS0	lo
que	que	PR0CN000	que
mas	más	RC	más
siento	siento	VMIP1S0	sentir
es	es	VSIP3S0	ser
q	que	CS	que
	,	Fc	,
dejandose	dejándose	VMG0000+P00CN000	dejar+se
llebar	llevar	VMN0000	llevar
de	de	SPS00	de
los	los	DA0MP0	el
Alcaldes	alcaldes	NCMP000	alcalde
ê	e	CC	y
influida	influida	VMP00SF	influir
d	de	SPS00	de
ellos	ellos	PP3MP000	ellos
	,	Fc	,
haia	haya	VASP0S0	haber
declarado	declarado	VMP0000	declarar
contra	contra	SPS00	contra
mi	mí	PP1CSO00	mí
que	que	CS	que
Yo	yo	PP1CSN00	yo
la	la	PP3FSA00	lo
he	he	VAIP1S0	haber
solizitado	solicitado	VMP0000	solicitar
con	con	SPS00	con
promesas	promesas	NCFP000	promesa
	,	Fc	,
lebantandome	levantándome	VMG0000+PP1CS000	levantar+me
mil	mil	Z	1000
enrredos	enredos	NCMP000	enredo
la	la	DA0FS0	el
gran	gran	AQ0CS0	gran
Cochina	cochina	NCFS000	cochino
por	por	SPS00	por
darle	darle	VMN0000+PP3CSD00	dar+le
gusto	gusto	NCMS000	gusto
â	a	SPS00	a
Tacones	Tacones	NP00000	tacones
,	,	Fc	,
sin	sin	SPS00	sin
reparar	reparar	VMN0000	reparar
la	la	DA0FS0	el
bribona	bribona	NCFS000	bribón
el	el	DA0MS0	el
perjuizio	perjuicio	NCMS000	perjuicio
q	que	PR0CN000	que
me	me	PP1CS000	me
ha	ha	VAIP3S0	haber
echo	hecho	VMP0000	hacer
	,	Fc	,
los	los	DA0MP0	el
daños	daños	NCMP000	daño
irreparables	irreparables	AQ0CP0	irreparable
y	y	CC	y
el	el	DA0MS0	el
poco	poco	DI0MS0	poco
temor	temor	NCMS000	temor
de	de	SPS00	de
Dios	Dios	NP00000	dios
en	en	SPS00	en
dezir	decir	VMN0000	decir
tales	tales	DD0CP0	tal
enrredos	enredos	NCMP000	enredo
de	de	SPS00	de
su	su	DP3CS0	su
Cabeza	cabeza	NCFS000	cabeza
sin	sin	SPS00	sin
dar	dar	VMN0000	dar
mas	más	RC	más
testigos	testigos	NCCP000	testigo
que	que	CS	que
su	su	DP3CS0	su
antojo	antojo	NCMS000	antojo
	.	Fp	.
por	Por	SPS00	por
lo	lo	DA0NS0	el
q	que	PR0CN000	que
no	no	RN	no
solo	sólo	RG	sólo
conozco	conozco	VMIP1S0	conocer
se	se	P00CN000	se
condena	condena	VMIP3S0	condenar
,	,	Fc	,
si	si	CS	si
que	que	CS	que
sera	será	VSIF3S0	ser
milagro	milagro	NCMS000	milagro
no	no	RN	no
caiga	caiga	VMSP0S0	caer
algun	algún	DI0MS0	alguno
raio	rayo	NCMS000	rayo
y	y	CC	y
Dios	Dios	NP00000	dios
la	la	PP3FSA00	lo
castigue	castigue	VMSP0S0	castigar
â	a	SPS00	a
vista	vista	NCFS000	vista
de	de	SPS00	de
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
de	de	SPS00	de
torralba	Torralba	NP00000	torralba
;	.	Fp	.
y	Y	CC	y
lastimado	lastimado	VMP00SM	lastimar
yo	yo	PP1CSN00	yo
y	y	CC	y
compadezido	compadecido	VMP00SM	compadecer
de	de	SPS00	de
que	que	CS	que
tal	tal	DD0CS0	tal
Alma	alma	NCFS000	alma
se	se	P00CN000	se
condene	condene	VMSP0S0	condenar
siquiera	siquiera	RG	siquiera
prque	porque	CS	porque
a	ha	VAIP3S0	haber
comido	comido	VMP0000	comer
mi	mi	DP1CSS	mi
pan	pan	NCMS000	pan
,	,	Fc	,
ya	ya	CS	ya
que	que	CS	que
ella	ella	PP3FS000	él
no	no	RN	no
sabe	sabe	VMIP3S0	saber
q	que	CS	que
es	es	VSIP3S0	ser
digo	digno	AQ0MS0	digno
agradezerlo	agradecerlo	VMN0000+PP3CNA00	agradecer+lo
si	si	CS	si
ni	ni	CCN	ni
que	que	CS	que
es	es	VSIP3S0	ser
Amo	amo	NCMS000	amo
ni	ni	CCN	ni
ley	ley	NCFS000	ley
mas	más	RC	más
q	que	CS	que
un	un	DI0MS0	uno
Perro	perro	NCMS000	perro
,	,	Fc	,
despues	después	RG	después
de	de	SPS00	de
q	que	CS	que
sabe	sabe	VMIP3S0	saber
q	que	CS	que
ignoraba	ignoraba	VMII0S0	ignorar
el	el	DA0MS0	el
P	Padre	NP00000	padre
Nuestro	Nuestro	DP1MSP	nuestro
;	.	Fc	,
por	Por	SPS00	por
tanto	tanto	RG	tanto
	,	Fc	,
me	me	PP1CS000	me
Valgo	valgo	VMIP1S0	valer
de	de	SPS00	de
Vmd	VM	NP00000	VM
pa	para	SPS00	para
que	que	CS	que
	,	Fc	,
sin	sin	SPS00	sin
darse	darse	VMN0000+P00CN000	dar+se
por	por	SPS00	por
aora	ahora	RG	ahora
entendidos	entendidos	VMP00PM	entender
ni	ni	CC	ni
Vmd	VM	NP00000	VM
ni	ni	CC	ni
su	su	DP3CS0	su
s	señora	NP00000	señor
Parta	parienta	NCFS000	pariente
de	de	SPS00	de
co-mo	cómo	PA000000	cómo
esta	está	VAIP3S0	estar
la	la	DA0FS0	el
Manuela	Manuela	NP00000	manuela
y	y	CC	y
Yo	yo	PP1CSN00	yo
tanbien	también	RG	también
de	de	SPS00	de
sofocads	sofocados	VMP00PM	sofocar
con	con	SPS00	con
ella	ella	PP3FS000	él
y	y	CC	y
otros	otros	DI0MP0	otro
sujetos	sujetos	NCMP000	sujeto
tanbn	también	RG	también
de	de	SPS00	de
Mazarulleq	Mazarulleque	NP00000	mazarulleque
	(	Fba	(
pues	pues	CS	pues
no	no	RN	no
es	es	VSIP3S0	ser
pa	para	SPS00	para
escrito	escrito	VMP00SM	escribir
qto	cuanto	PR0MS000	cuanto
tal	tal	DD0CS0	tal
cabezuela	cabezuela	NCFS000	cabezuela
ha	ha	VAIP3S0	haber
enrredado	enredado	VMP0000	enredar
;	)	Fbt	)
	,	Fc	,
q	que	CS	que
aora	ahora	RG	ahora
solo	sólo	RG	sólo
Vmdes	VMs	NP00000	VM
le	le	PP3CSD00	le
digan	digan	VMSP3P0	decir
de	de	SPS00	de
parte	parte	NCFS000	parte
mia	mía	DP1FSS	mío
no	no	RN	no
creo	creo	VMIP1S0	creer
yo	yo	PP1CSN00	yo
que	que	CS	que
ella	ella	PP3FS000	él
d	de	SPS00	de
ella	ella	PP3FS000	él
haia	haya	VASP0S0	haber
salido	salido	VMP0000	salir
el	el	DA0MS0	el
declarar	declarar	VMN0000	declarar
que	que	CS	que
yo	yo	PP1CSN00	yo
la	la	PP3FSA00	lo
haia	haya	VASP0S0	haber
xamas	jamás	RG	jamás
solizitado	solicitado	VMP0000	solicitar
	.	Fp	.
esto	Esto	PD0NN000	esto
es	es	VSIP3S0	ser
pretendido	pretendido	VMP00SM	pretender
en	en	SPS00	en
mí	mi	DP1CSS	mi
Caso	caso	NCMS000	caso
,	,	Fc	,
pues	pues	CS	pues
sono pa q conozca ellamente	solamente	RG	solamente
creo	creo	VMIP1S0	creer
q	que	CS	que
influida	influida	VMP00SF	influir
de	de	SPS00	de
los	los	DA0MP0	el
Alcaldes	alcaldes	NCMP000	alcalde
que	que	CS	que
la	la	PP3FSA00	lo
tubieron	tuvieron	VMIS3P0	tener
casa	casa	NCFS000	casa
del	del	SPS00+DA0MS0	de+el
poder	poder	NCMS000	poder
d	de	SPS00	de
ellos	ellos	PP3MP000	ellos
	,	Fc	,
influiendola	influyéndola	VMG0000+PP3FSA00	influir+lo
qto	cuanto	PR0MS000	cuanto
ha	ha	VAIP3S0	haber
declarado	declarado	VMP0000	declarar
Ante	ante	SPS00	ante
el	el	DA0MS0	el
Juez	juez	NCCS000	juez
de	de	SPS00	de
la	la	DA0FS0	el
Sumaria	sumaria	NCFS000	sumaria
por	por	SPS00	por
maquinazion	maquinación	NCFS000	maquinación
e	e	CC	y
influxo	influjo	NCMS000	influjo
de	de	SPS00	de
dhos	dichos	VMP00PM	decir
Alcaldes	alcaldes	NCMP000	alcalde
	,	Fc	,
lo	lo	PP3CNA00	lo
hizo	hizo	VMIS3S0	hacer
como	como	SPS00	como
muchacha	muchacha	NCFS000	muchacho
dozil	dócil	AQ0CS0	dócil
y	y	CC	y
de	de	SPS00	de
pocos	pocos	DI0MP0	poco
años	años	NCMP000	año
como	como	PA000000	como
no	no	RN	no
lo	lo	PP3CNA00	lo
dudo	dudo	VMIP1S0	dudar
;	.	Fp	.
y	Y	CC	y
asi	así	RG	así
el	el	DA0MS0	el
asumpto	asunto	NCMS000	asunto
de	de	SPS00	de
esta	ésta	PD0FS000	este
es	es	VSIP3S0	ser
q	que	CS	que
Vmd	VM	NP00000	VM
ó	o	CC	o
su	su	DP3CS0	su
sa	señora	NP00000	señor
Parta	parienta	NCFS000	pariente
o	o	CC	o
persona	persona	NCFS000	persona
de	de	SPS00	de
su	su	DP3CS0	su
satisfazon	satisfacción	NCFS000	satisfacción
con	con	SPS00	con
cautela	cautela	NCFS000	cautela
este	esté	VMSP0S0	estar
con	con	SPS00	con
ella	ella	PP3FS000	él
y	y	CC	y
la	la	PP3FSA00	lo
desengañen	desengañen	VMSP3P0	desengañar
de	de	SPS00	de
mi	mi	DP1CSS	mi
parte	parte	NCFS000	parte
	,	Fc	,
no	no	RN	no
en	en	SPS00	en
qto	cuanto	PA000000	cuanto
â	a	SPS00	a
haver	haber	VAN0000	haber
descubierto	descubierto	VMP0000	descubrir
el	el	DA0MS0	el
enbarazo	embarazo	NCMS000	embarazo
de	de	SPS00	de
la	la	DA0FS0	el
Manuela	Manuela	NP00000	manuela
	(	Fba	(
q	que	CS	que
d	de	SPS00	de
eso	eso	PD0NN000	eso
antes	antes	RG	antes
se	se	P00CN000	se
ha	ha	VMIP3S0	haber
de	de	SPS00	de
dezirle	decirle	VMN0000+PP3CSD00	decir+le
â	a	SPS00	a
ella	ella	PP3FS000	él
que	que	CS	que
ella	ella	PP3FS000	él
declare	declare	VMSP0S0	declarar
q	que	CS	que
los	los	DA0MP0	el
Alcaldes	alcaldes	NCMP000	alcalde
mismos	mismos	AQ0MP0	mismo
fueron	fueron	VSIS3P0	ser
quien	quien	PR0CS000	quien
lo	lo	PP3MSA00	lo
publicaron	publicaron	VMIS3P0	publicar
y	y	CC	y
que	que	CS	que
antes	antes	RG	antes
ella	ella	PP3FS000	él
dijo	dijo	VMIS3S0	decir
no	no	RN	no
lo	lo	PP3MSA00	lo
sabia	sabía	VMII0S0	saber
de	de	SPS00	de
zierto	cierto	AQ0MS0	cierto
;	)	Fbt	)
	,	Fc	,
si	si	CS	si
en	en	SPS00	en
qto	cuanto	PA000000	cuanto
a	a	SPS00	a
culparme	culparme	VMN0000+PP1CS000	culpar+me
a	a	SPS00	a
mi	mí	PP1CSO00	mí
de	de	SPS00	de
q	que	CS	que
Yo	yo	PP1CSN00	yo
la	la	PP3FSA00	lo
he	he	VAIP1S0	haber
pretendido	pretendido	VMP0000	pretender
con	con	SPS00	con
promesas	promesas	NCFP000	promesa
y	y	CC	y
mobido	movido	VMP00SM	mover
que	que	CS	que
	,	Fc	,
es	es	VSIP3S0	ser
que	que	CS	que
le	le	PP3CSD00	le
dezia	decía	VMII0S0	decir
yo	yo	PP1CSN00	yo
	,	Fc	,
llebase	llevase	VMSI0S0	llevar
descubiertos	descubiertos	VMP00PM	descubrir
los	los	DA0MP0	el
pechos	pechos	NCMP000	pecho
y	y	CC	y
q	que	CS	que
se	se	PP3CN000	se
los	los	PP3MPA00	lo
tocaba	tocaba	VMII0S0	tocar
y	y	CC	y
otras	otras	DI0FP0	otro
porquerias	porquerías	NCFP000	porquería
semejantes	semejantes	AQ0CP0	semejante
	.	Fp	.
q	Que	CS	que
saben	saben	VMIP3P0	saber
la	la	DA0FS0	el
Manuela	Manuela	NP00000	manuela
y	y	CC	y
el	el	DA0MS0	el
Mozo	mozo	NCMS000	mozo
de	de	SPS00	de
ai	ahí	RG	ahí
lo	lo	DA0NS0	el
q	que	PR0CN000	que
Yo	yo	PP1CSN00	yo
aborrezia	aborrecía	VMII0S0	aborrecer
tales	tales	DD0CP0	tal
porquerias	porquerías	NCFP000	porquería
y	y	CC	y
mas	más	RC	más
con	con	SPS00	con
tal	tal	DD0CS0	tal
Ysabel	Isabel	NP00000	isabel
y	y	CC	y
mas	más	RC	más
con	con	SPS00	con
la	la	DA0FS0	el
reconbenzon	reconvención	NCFS000	reconvención
q	que	PR0CN000	que
nos	nos	PP1CP000	nos
hizo	hizo	VMIS3S0	hacer
su	su	DP3CS0	su
sa	señora	NP00000	señor
Parta	parienta	NCFS000	pariente
de	de	SPS00	de
Vmd	VM	NP00000	VM
de	de	SPS00	de
lo	lo	DA0NS0	lo
que	que	PR0CN000	que
le	le	PP3CSD00	le
mobio	movió	VMIS3S0	mover
al	al	SPS00+DA0MS0	a+el
Boticario	boticario	NCMS000	boticario
	,	Fc	,
y	y	CC	y
otros	otros	DI0MP0	otro
enrredos	enredos	NCMP000	enredo
q	que	PR0CN000	que
supimos	supimos	VMIS1P0	saber
contra	contra	SPS00	contra
ótro	otro	DI0MS0	otro
sacerdote	sacerdote	NCMS000	sacerdote
y	y	CC	y
mugr	mujer	NCFS000	mujer
de	de	SPS00	de
oblig	obligación	NCFS000	obligación
q	que	PR0CN000	que
hizo	hizo	VMIS3S0	hacer
en	en	SPS00	en
Cuenca	Cuenca	NP00000	cuenca
,	.	Fp	.
	¡	Faa	¡
como	Cómo	PA000000	cómo
habia	había	VMII0S0	haber
yo	yo	PP1CSN00	yo
de	de	SPS00	de
incurrir	incurrir	VMN0000	incurrir
aunque	aunque	CS	aunque
estubiera	estuviera	VMSI0S0	estar
loco	loco	AQ0MS0	loco
;	!	Fat	!
y	Y	CC	y
asi	así	RG	así
es	es	VSIP3S0	ser
menester	menester	NCMS000	menester
con	con	SPS00	con
arte	arte	NCCS000	arte
y	y	CC	y
cautela	cautela	NCFS000	cautela
con	con	SPS00	con
ella	ella	PP3FS000	él
,	,	Fc	,
que	que	CS	que
yo	yo	PP1CSN00	yo
estoi	estoy	VMIP1S0	estar
preso	preso	AQ0MS0	preso
y	y	CC	y
que	que	CS	que
salir	salir	VMN0000	salir
tengo	tengo	VMIP1S0	tener
y	e	CC	y
ir	ir	VMN0000	ir
a	a	SPS00	a
torralba	Torralba	NP00000	torralba
,	.	Fp	.
y	Y	CC	y
q	que	CS	que
el	el	DA0MS0	el
Correxor	corregidor	NCMS000	corregidor
de	de	SPS00	de
Huete	Huete	NP00000	huete
	,	Fc	,
qn	quien	PR0CS000	quien
me	me	PP1CS000	me
estima	estima	VMIP3S0	estimar
	,	Fc	,
qdo	cuando	PA000000	cuando
no	no	RN	no
me	me	PP1CS000	me
hizieran	hicieran	VMSI3P0	hacer
Justicia	justicia	NCFS000	justicia
los	los	DA0MP0	el
sres	señores	NCMP000	señor
Alcaldes	alcaldes	NCMP000	alcalde
	,	Fc	,
me	me	PP1CS000	me
la	la	PP3FSA00	lo
hara	hará	VMIF3S0	hacer
	.	Fp	.
y	Y	CC	y
asi	así	RG	así
digo	digo	VMIP1S0	decir
esto	esto	PD0NN000	esto
tocante	tocante	RG	tocante
a	a	SPS00	a
los	los	DA0MP0	el
ziento	ciento	Z	100
y	y	CC	y
siete	siete	Z	7
Rs	reales	NCMP000	real
que	que	PR0CN000	que
me	me	PP1CS000	me
esta	está	VMIP3S0	estar
debiendo	debiendo	VMG0000	deber
	,	Fc	,
exceso	exceso	NCMS000	exceso
q	que	PR0CN000	que
sobro	sobró	VMIS3S0	sobrar
a	a	SPS00	a
lo	lo	DA0NS0	el
que	que	PR0CN000	que
ganó	ganó	VMIS3S0	ganar
como	como	PA000000	como
consta	consta	VMIP3S0	constar
de	de	SPS00	de
la	la	DA0FS0	el
qta	cuenta	NCFS000	cuenta
formada	formada	VMP00SF	formar
pr	por	SPS00	por
Sastre	sastre	NCMS000	sastre
	,	Fc	,
Manuela	Manuela	NP00000	manuela
y	y	CC	y
testigos	testigos	NCCP000	testigo
que	que	PR0CN000	que
guardo	guardo	VMIP1S0	guardar
;	.	Fp	.
y	Y	CC	y
asi	así	RG	así
â	a	SPS00	a
su	su	DP3CS0	su
Pe	padre	NCMS000	padre
como	como	CC	como
a	a	SPS00	a
ella	ella	PP3FS000	él
dezirselo	decírselo	VMN0000+PP3CN000+PP3CNA00	decir+se+lo
con	con	SPS00	con
arte	arte	NCCS000	arte
	.	Fp	.
q	Que	CS	que
despues	después	RG	después
de	de	SPS00	de
habernos	habernos	VAN0000+PP1CP000	haber+nos
desacretidado	desacreditado	VMP0000	desacreditar
su	su	DP3CS0	su
hija	hija	NCFS000	hijo
por	por	SPS00	por
dar	dar	VMN0000	dar
gusto	gusto	NCMS000	gusto
á	a	SPS00	a
mis	mis	DP1CPS	mi
enemigos	enemigos	NCMP000	enemigo
los	los	DA0MP0	el
Alcaldes	alcaldes	NCMP000	alcalde
	,	Fc	,
	¿	Fia	¿
por	por	SPS00	por
donde	dónde	PA000000	dónde
se	se	P00CN000	se
persuaden	persuaden	VMIP3P0	persuadir
que	que	CS	que
Yo	yo	PP1CSN00	yo
les	les	PP3CPD00	le
habi	había	VMII0S0	haber
de	de	SPS00	de
dejar	dejar	VMN0000	dejar
ni	ni	CCN	ni
perdonar	perdonar	VMN0000	perdonar
los	los	DA0MP0	el
107	107	Z	107
Rs	reales	NCMP000	real
q	que	PR0CN000	que
de	de	SPS00	de
mas	más	RC	más
llebo	llevó	VMIS3S0	llevar
â	a	SPS00	a
cuestas	cuestas	NCFP000	cuesta
de	de	SPS00	de
lo	lo	DA0NS0	el
ganado	ganado	VMP00SM	ganar
,	?	Fit	?
q	Que	CS	que
de	de	SPS00	de
la	la	DA0FS0	el
qta	cuenta	NCFS000	cuenta
y	y	CC	y
ajuste	ajuste	NCMS000	ajuste
Consta	consta	VMIP3S0	constar
ganó	ganó	VMIS3S0	ganar
solos	solos	AQ0MP0	solo
26	26	Z	26
Rs	reales	NCMP000	real
	.	Fp	.
y	Y	CC	y
pagados	pagados	VMP00PM	pagar
estos	éstos	PD0MP000	este
con	con	SPS00	con
su	su	DP3CS0	su
serbizio	servicio	NCMS000	servicio
,	,	Fc	,
se	se	P00CN000	se
me	me	PP1CS000	me
deben	deben	VMIP3P0	deber
los	los	DA0MP0	el
107	107	Z	107
dhos	dichos	VMP00PM	decir
;	.	Fp	.
como	Como	CS	como
declare	declare	VMSP0S0	declarar
ella	ella	PP3FS000	él
esto	esto	PD0NN000	esto
