Suposto	Suposto	VMP00SM	supor
todos	todos	DI0MP0	todo
os	os	DA0MP0	o
mais	mais	RC	mais
herrão	erram	NCMS000	erram
	,	Fc	,
e	e	CC	e
so	só	RG	só
la	lá	RG	lá
asertão	acertam	VMIP3P0	acertar
ao	ao	SPS00+DA0MS0	a+o
que	que	PR0CN000	que
respondo	respondo	VMIP1S0	responder
con	com	SPS00	com
verdade	verdade	NCFS000	verdade
	,	Fc	,
que	que	CS	que
por	por	SPS00	por
iso	isso	PD0NN000	isso
en	em	SPS00	em
ninhũa	nenhuma	DI0FS0	nenhum
outra	outra	DI0FS0	outro
parte	parte	NCFS000	parte
ha	há	VMIP3S0	haver
tantos	tantos	DI0MP0	tanto
aleives	aleives	NCMP000	aleive
e	e	CC	e
falsidades	falsidades	NCFP000	falsidade
	,	Fc	,
e	e	CC	e
	,	Fc	,
o	o	DA0MS0	o
que	que	PR0CN000	que
mais	mais	RC	mais
he	é	VSIP3S0	ser
ofensivo	ofensivo	NCMS000	ofensivo
a	a	SPS00	a
ds	Deus	NP00000	deus
e	e	CC	e
aos	aos	SPS00+DA0MP0	a+o
homeis	homens	NCMP000	homem
	,	Fc	,
he	é	VSIP3S0	ser
que	que	CS	que
estas	estas	DD0FP0	este
falsidades	falsidades	NCFP000	falsidade
ha	há	VMIP3S0	haver
	,	Fc	,
e	e	CC	e
se	se	CS	se
fazem	fazem	VMIP3P0	fazer
so	só	RG	só
capa	capa	NCFS000	capa
de	de	SPS00	de
honrra	honra	NCFS000	honra
e	e	CC	e
gloria	glória	NCFS000	glória
de	de	SPS00	de
ds	Deus	NP00000	deus
e	e	CC	e
do	do	SPS00+DA0MS0	de+o
nome	nome	NCMS000	nome
de	de	SPS00	de
ds	Deus	NP00000	deus
	,	Fc	,
notavel	notável	AQ0CS0	notável
cazo	caso	NCMS000	caso
nen	nem	CC	nem
visto	visto	VMP00SM	ver
nen	nem	CC	nem
cuidado	cuidado	NCMS000	cuidado
	,	Fc	,
nen	nem	CC	nem
te	até	SPS00	até
ora	ora	RG	ora
sabido	sabido	VMP00SM	saber
	,	Fc	,
e	e	CC	e
que	que	CS	que
espanta	espanta	VMIP3S0	espantar
como	como	SPS00	como
ds	Deus	NP00000	deus
	,	Fc	,
não	não	RN	não
por	por	SPS00	por
os	os	DA0MP0	o
homeis	homens	NCMP000	homem
mas	mas	CC	mais
por	por	SPS00	por
honrra	honra	NCFS000	honra
sua	sua	DP3FS0	seu
	,	Fc	,
não	não	RN	não
acode	acode	VMIP3S0	acudir
con	com	SPS00	com
notavel	notável	AQ0CS0	notável
milagre	milagre	NCMS000	milagre
	,	Fc	,
posto	posto	CS	pôr
que	que	CS	que
temos	temos	VMIP1P0	ter
não	não	RN	não
costuma	costuma	VMIP3S0	costumar
ds	Deus	NP00000	deus
fazer	fazer	VMN0000	fazer
milagre	milagre	NCMS000	milagre
senão	senão	CC	senão
no	no	SPS00+DA0MS0	em+o
que	que	PR0CN000	que
os	os	DA0MP0	o
homeis	homens	NCMP000	homem
não	não	RN	não
poden	podem	VMIP3P0	poder
remedear	remediar	VMN0000	remediar
	.	Fp	.
e	E	CC	e
pois	pois	CS	pois
a	a	DA0FS0	o
rezão	razão	NCFS000	razão
e	e	CC	e
experiensia	experiência	NCFS000	experiência
ten	tem	VMIP3S0	ter
mostrado	mostrado	VMP0000	mostrar
tantos	tantos	DI0MP0	tanto
aleives	aleives	NCMP000	aleive
porque	porque	CS	porque
se	se	P00CN000	se
lhe	lhe	PP3CSD00	lhe
não	não	RN	não
pora	porá	VMIF3S0	pôr
remedio	remédio	NCMS000	remédio
	,	Fc	,
valhame	valha-me	VMSP0S0+PP1CS000	valer+me
ds	Deus	NP00000	deus
não	não	RN	não
se	se	P00CN000	se
querera	quererá	VMIF3S0	querer
saber	saber	VMN0000	saber
	.	Fp	.
e	E	CC	e
que	que	CS	que
conste	conste	VMSP0S0	constar
como	como	CS	como
podia	podia	VMII0S0	poder
ser	ser	VSN0000	ser
se	se	CS	se
esas	essas	DD0FP0	esse
mofinas	mofinas	NCFP000	mofina
que	que	PR0CN000	que
ahi	aí	RG	aí
estão	estão	VMIP3P0	estar
herão	eram	VSII3P0	ser
hereges	hereges	NCMP000	herege
	,	Fc	,
que	que	CS	que
hera	era	VSII0S0	ser
imposivel	impossível	AQ0CS0	impossível
comunicalo	comunicá-lo	VMN0000+PP3MSA00	comunicar+o
con	com	SPS00	com
marqueza	marquesa	NP00000	marquesa
mendes	Mendes	NP00000	mendes
tindeira	Tindeira	NP00000	tindeira
e	e	CC	e
outra	outra	DI0FS0	outro
molher	mulher	NCFS000	mulher
do	do	SPS00+DA0MS0	de+o
borracheiro	borracheiro	NCMS000	borracheiro
	,	Fc	,
e	e	CC	e
os	os	DA0MP0	o
mais	mais	RC	mais
semelhantes	semelhantes	AQ0CP0	semelhante
que	que	CS	que
as	as	PP3FPA00	o
culparão	culparam	VMIS3P0	culpar
	.	Fp	.
e	E	CC	e
se	se	CS	se
os	os	DA0MP0	o
offisiais	oficiais	NCMP000	oficial
en	em	SPS00	em
offisio	ofício	NCMS000	ofício
não	não	RN	não
quizeren	quiserem	VMSF3P0	querer
saber	saber	VMN0000	saber
esta	esta	DD0FS0	este
verdade	verdade	NCFS000	verdade
	,	Fc	,
inferese	infere-se	VMSP0S0+P00CN000	infere-se
que	que	CS	que
a	a	SPS00	a
não	não	RN	não
queren	querem	VMIP3P0	querer
saber	saber	VMN0000	saber
nen	nem	CC	nem
querem	querem	VMIP3P0	querer
que	que	CS	que
os	os	DA0MP0	o
reos	réus	NCMP000	réu
lha	lha	PP3CSD00+PP3FSA00	lhe+o
aclarem	aclarem	RG	aclarem
	,	Fc	,
pois	pois	CS	pois
lhe	lhe	PP3CSD00	lhe
não	não	RN	não
dão	dão	VMIP3P0	dar
lus	luz	NCFS000	luz
de	de	SPS00	de
suas	suas	DP3FP0	seu
culpas	culpas	NCFP000	culpa
	.	Fp	.
notavel	Notável	AQ0CS0	notável
cazo	caso	NCMS000	caso
he	é	VSIP3S0	ser
tamben	também	RG	também
pa	para	SPS00	para
saber	saber	VMN0000	saber
porque	porque	CS	porque
	,	Fc	,
quando	quando	CS	quando
aseitarão	aceitaram	VMIP3P0	aceitar
o	o	DA0MS0	o
testemunho	testemunho	NCMS000	testemunho
dos	dos	SPS00+DA0MP0	de+o
fos	filhos	NCMP000	filho
de	de	SPS00	de
joão	João	NP00000	joão
ribeiro	Ribeiro	NP00000	ribeiro
	,	Fc	,
porque	porque	CS	porque
não	não	RN	não
lião	liam	VMIP3P0	liar
a	a	DA0FS0	o
prova	prova	NCFS000	prova
da	da	SPS00+DA0FS0	de+o
contradita	contradita	NCFS000	contradita
que	que	PR0CN000	que
valeria	Valéria	NP00000	Valéria
d	de	SPS00	de
abrinhosa	Abrunhosa	NP00000	Abrunhosa
	,	Fc	,
tia	tia	NCFS000	tio
destes	destes	SPS00+DD0MP0	de+este
prezos	presos	NCMP000	preso
	,	Fc	,
pos	pôs	VMIS3S0	pôr
a	à	SPS00+DA0FS0	a+o
sua	sua	DP3FS0	seu
mai	mãe	NCFS000	mãe
e	e	CC	e
pai	pai	NCMS000	pai
	,	Fc	,
por	por	SPS00	por
po	Pedro	NP00000	pedro
bareto	Barreto	NP00000	barreto
	,	Fc	,
seu	seu	DP3MS0	seu
mdo	marido	NCMS000	marido
	,	Fc	,
aver	haver	VAN0000	haver
sido	sido	VSP0000	ser
depozitario	depositário	NCMS000	depositário
do	do	SPS00+DA0MS0	de+o
fato	fato	NCMS000	fato
do	do	SPS00+DA0MS0	de+o
dito	dito	VMP00SM	dizer
joão	João	NP00000	joão
ribeiro	Ribeiro	NP00000	ribeiro
e	e	CC	e
sua	sua	DP3FS0	seu
molher	mulher	NCFS000	mulher
	.	Fp	.
e	E	CC	e
porque	porque	CS	porque
não	não	RN	não
avizarão	avisaram	VMIS3P0	avisar
disto	disto	SPS00+PD0NN000	de+este
a	a	SPS00	a
Lxa	Lxa	NP00000	lisboa
	,	Fc	,
pa	para	SPS00	para
que	que	CS	que
não	não	RN	não
valese	valesse	VMSI0S0	valer
o	o	DA0MS0	o
dever	dever	NCMS000	dever
fazer	fazer	VMN0000	fazer
con	com	SPS00	com
a	a	DA0FS0	o
brevidade	brevidade	NCFS000	brevidade
posivel	possível	AQ0CS0	possível
	,	Fc	,
pois	pois	CS	pois
he	é	VSIP3S0	ser
injusto	injusto	AQ0MS0	injusto
padeser	padecer	VMN0000	padecer
alguẽ	alguém	PI0NN000	alguém
trabalhos	trabalhos	NCMP000	trabalho
sen	sem	SPS00	sem
justisa	justiça	NCFS000	justiça
	,	Fc	,
en	em	SPS00	em
espesial	especial	RG	especial
os	os	DA0MP0	o
tão	tão	RC	tão
inormes	enormes	AQ0CP0	enorme
e	e	CC	e
infames	infames	NCMP000	infame
	.	Fp	.
aqui	Aqui	RG	aqui
escrevo	escrevo	VMIP1S0	escrever
a	a	SPS00	a
anto	António	NP00000	antónio
	,	Fc	,
mande	mande	VMSP0S0	mandar
vm	VM	NP00000	VM
a	a	SPS00	a
minha	minha	DP1FSS	meu
mai	mãe	NCFS000	mãe
que	que	PR0CN000	que
lho	lho	PP3CSD00+PP3MSA00	lhe+o
mande	mande	VMSP0S0	mandar
sem	sem	SPS00	sem
lhe	lhe	PP3CSD00	lhe
dizer	dizer	VMN0000	dizer
nada	nada	PI0NN00N	nada
	,	Fc	,
e	e	CC	e
mostrelhe	mostre-lhe	CC	e
a	a	DA0FS0	o
carta	carta	NCFS000	carta
	,	Fc	,
que	que	CS	que
eu	eu	PP1CSN00	eu
sei	sei	VMIP1S0	saber
se	se	CS	se
quietara	quietará	NCMS000	quietará
	,	Fc	,
e	e	CC	e
a	a	SPS00	a
afirmo	afirmo	VMIP1S0	afirmar
se	se	CS	se
contentara	contentara	VMIM0S0	contentar
de	de	SPS00	de
sua	sua	DP3FS0	seu
natureza	natureza	NCFS000	natureza
	,	Fc	,
mas	mas	CC	mais
he	é	VSIP3S0	ser
moco	moço	NCMS000	moço
meo	meu	DP1MSS	meu
vm	VM	NP00000	VM
que	que	CS	que
elle	ele	PP3MS000	ele
ten	tem	VMIP3S0	ter
bon	bom	AQ0MS0	bom
natural	natural	NCMS000	natural
	.	Fp	.
não	Não	RN	não
tenho	tenho	VMIP1S0	ter
pa	para	SPS00	para
que	que	PR0CN000	que
encomendar	encomendar	VMN0000	encomendar
a	a	SPS00	a
vm	VM	NP00000	VM
minhas	minhas	DP1FPS	meu
couzas	coisas	NCFP000	coisa
	,	Fc	,
pois	pois	CS	pois
tenho	tenho	VMIP1S0	ter
visto	visto	VMP00SM	ver
que	que	CS	que
as	as	PP3FPA00	o
tem	tem	VMIP3S0	ter
vm	VM	NP00000	VM
por	por	SPS00	por
suas	suas	DP3FP0	seu
	,	Fc	,
e	e	CC	e
no	no	SPS00+DA0MS0	em+o
posivel	possível	NCMS000	possível
	,	Fc	,
justo	justo	NCMS000	justo
e	e	CC	e
arezoado	arrazoado	VMP00SM	arrazoar
me	me	PP1CS000	me
fara	fará	VMIF3S0	fazer
o	o	DA0MS0	o
posivel	possível	NCMS000	possível
	,	Fc	,
porque	porque	CS	porque
se	se	CS	se
não	não	RN	não
ouver	houver	VMSF0S0	haver
quẽ	quem	PR0CN000	quem
rebata	rebata	VMIP3S0	rebatar
as	as	DA0FP0	o
esguichadas	esguichadas	NCFP000	esguichada
deses	desses	SPS00+DD0MP0	de+esse
ereges	hereges	NCMP000	herege
	,	Fc	,
ou	ou	CC	ou
os	os	DA0MP0	o
tão	tão	RC	tão
infames	infames	NCMP000	infame
que	que	CS	que
	,	Fc	,
não	não	RN	não
no	no	PP3MSA00	o
sendo	sendo	VSG0000	ser
	,	Fc	,
confesão	confessam	VMIP3P0	confessar
sello	sê-lo	VSN0000+PP3MSA00	ser+o
	,	Fc	,
bem	bem	RG	bem
sei	sei	VMIP1S0	saber
que	que	CS	que
	,	Fc	,
não	não	RN	não
so	só	RG	só
todos	todos	DI0MP0	todo
os	os	DA0MP0	o
que	que	PR0CN000	que
tiveren	tiverem	VMSF3P0	ter
rasa	raça	NCFS000	raça
de	de	SPS00	de
cristaos	cristãos	NCMP000	cristão
novos	novos	AQ0MP0	novo
	,	Fc	,
mas	mas	CC	mais
se	se	CS	se
a	a	SPS00	a
virgen	Virgem	NP00000	virgem
nosa	Nossa	NP00000	nossa
snra	Senhora	NP00000	senhor
mai	mãe	NCFS000	mãe
de	de	SPS00	de
ds	Deus	NP00000	deus
e	e	CC	e
os	os	DA0MP0	o
apostolos	apóstolos	NCMP000	apóstolo
de	de	SPS00	de
xpo	XPO	NP00000	cristo
morarão	moraram	VMIS3P0	morar
em	em	SPS00	em
serpa	Serpa	NP00000	serpa
	,	Fc	,
por	por	SPS00	por
desenderen	descenderem	NCFS000	descenderem
da	da	SPS00+DA0FS0	de+o
nasão	nação	NCFS000	nação
dos	dos	SPS00+DA0MP0	de+o
judeus	judeus	NCMP000	judeu
	,	Fc	,
por	por	SPS00	por
ds	Deus	NP00000	deus
que	que	CS	que
avião	haviam	VMII3P0	haver
de	de	SPS00	de
ser	ser	VSN0000	ser
prezos	presos	NCMP000	preso
e	e	CC	e
queimados	queimados	VMP00PM	queimar
	.	Fp	.
pois	Pois	CS	pois
não	não	RN	não
pode	pode	VMIP3S0	poder
ser	ser	VSN0000	ser
	.	Fp	.
porem	Porém	RG	porém
	,	Fc	,
estes	estes	DD0MP0	este
aleives	aleives	NCMP000	aleive
sobre	sobre	SPS00	sobre
si	si	PP3CNO00	si
e	e	CC	e
culpar	culpar	VMN0000	culpar
inosentes	inocentes	NCMP000	inocente
he	é	VSIP3S0	ser
pois	pois	CS	pois
por	por	SPS00	por
falsidades	falsidades	NCFP000	falsidade
e	e	CC	e
aleives	aleives	NCMP000	aleive
e	e	CC	e
falta	falta	NCFS000	falta
de	de	SPS00	de
justisa	justiça	NCFS000	justiça
perco	perco	VMIP1S0	perder
patria	pátria	NCFS000	pátria
	,	Fc	,
honrra	honra	NCFS000	honra
e	e	CC	e
quietasão	quietação	NCFS000	quietação
de	de	SPS00	de
vida	vida	NCFS000	vida
e	e	CC	e
promesas	promessas	NCFP000	promessa
del rei	del-rei	NP00000	el-rei
homrozas	honrosas	NP00000	honrosas
	,	Fc	,
que	que	CS	que
todos	todos	PI0MP000	todo
me	me	PP1CS000	me
deve	deve	VMIP3S0	dever
quẽ	quem	PR0CN000	quem
sen	sem	SPS00	sem
justisa	justiça	NCFS000	justiça
e	e	CC	e
con	com	SPS00	com
falsidade	falsidade	NCFS000	falsidade
mas	mas	CC	mais
roubou	roubou	VMIS3S0	roubar
pa	para	SPS00	para
salvar	salvar	VMN0000	salvar
a	a	DA0FS0	o
alma	alma	NCFS000	alma
	.	Fp	.
me	Me	PP1CS000	me
vou	vou	VMIP1S0	ir
acabar	acabar	VMN0000	acabar
de	de	SPS00	de
ensecar	ensecar	VMN0000	ensecar
se	se	CS	se
emtre	entre	SPS00	entre
cristaos	cristãos	NCMP000	cristão
ha	há	VMIP3S0	haver
justisa	justiça	NCFS000	justiça
	,	Fc	,
verdade	verdade	NCFS000	verdade
e	e	CC	e
temor	temor	NCMS000	temor
de	de	SPS00	de
ds	Deus	NP00000	deus
	,	Fc	,
e	e	CC	e
de	de	SPS00	de
tudo	tudo	PI0NN000	tudo
vm	VM	NP00000	VM
e	e	CC	e
eses	esses	DD0MP0	esse
santos	santos	NCMP000	santo
tribunais	tribunais	NCMP000	tribunal
serão	serão	VSIF3P0	ser
avizados	avisados	VMP00PM	avisar
	,	Fc	,
de	De	SPS00	de
valhadolid	Valladolid	NP00000	valladolid
	,	Fc	,
a	a	SPS00	a
12	12	Z	12
de	de	SPS00	de
julho	julho	NCMS000	julho
de	de	SPS00	de
602	602	Z	602
annos	anos	NCMP000	ano
	.	Fp	.
gastão	Gastão	NP00000	Gastão
d	de	SPS00	de
abrinhosa	Abrunhosa	NP00000	Abrunhosa
