Respuesta	Resposta	NCFS000	resposta
bon	bom	AQ0MS0	bom
ou	ou	CC	ou
não	não	RN	não
.	.	Fp	.
dis	Diz	VMIP3S0	dizer
vm	VM	NP00000	VM
que	que	CS	que
não	não	RN	não
obrigara	obrigará	VMIF3S0	obrigar
diogo	Diogo	NP00000	diogo
duarte	Duarte	NP00000	duarte
por	por	SPS00	por
não	não	RN	não
desistir	desistir	VMN0000	desistir
de	de	SPS00	de
graviel	Gabriel	NP00000	gabriel
ribeiro	Ribeiro	NP00000	ribeiro
,	.	Fp	.
eu	Eu	PP1CSN00	eu
digo	digo	VMIP1S0	dizer
que	que	CS	que
me	me	PP1CS000	me
ensine	ensine	VMSP0S0	ensinar
vm	VM	NP00000	VM
caminho	caminho	NCMS000	caminho
ou	ou	CC	ou
via	via	NCFS000	via
pa	para	SPS00	para
me	me	PP1CS000	me
restituir	restituir	VMN0000	restituir
da	da	SPS00+DA0FS0	de+o
perda	perda	NCFS000	perda
e	e	CC	e
dano	dano	NCMS000	dano
que	que	PR0CN000	que
ese	esse	DD0MS0	esse
erro	erro	NCMS000	erro
me	me	PP1CS000	me
causa	causa	VMIP3S0	causar
	,	Fc	,
e	e	CC	e
que	que	CS	que
me	me	PP1CS000	me
calarei	calarei	VMIF1S0	calar
e	e	CC	e
lhe	lhe	PP3CSD00	lhe
não	não	RN	não
direi	direi	VMIF1S0	dizer
nada	nada	PI0NN00N	nada
,	,	Fc	,
posto	posto	VMP00SM	pôr
que	que	CS	que
lhe	lhe	PP3CSD00	lhe
juro	juro	VMIP1S0	jurar
por	por	SPS00	por
o	o	DA0MS0	o
que	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
quero	quero	VMIP1S0	querer
que	que	CS	que
me	me	PP1CS000	me
magoa	magoa	VMIP3S0	magoar
mto	muito	RQ	muito
ver	ver	VMN0000	ver
quão	quão	RC	quão
mal	mal	NCMS000	mal
vm	VM	NP00000	VM
sofre	sofre	VMIP3S0	sofrer
dizerenlhe	dizerem-lhe	VMN03P0+PP3CSD00	dizer+lhe
o	o	DA0MS0	o
que	que	PR0CN000	que
parese	parece	VMIP3S0	parecer
lhe	lhe	PP3CSD00	lhe
conven	convém	VMIP3S0	convir
,	.	Fp	.
e	E	CC	e
então	então	RG	então
escreve	escreve	VMIP3S0	escrever
vm	VM	NP00000	VM
que	que	CS	que
ja	já	RG	já
he	é	VSIP3S0	ser
outro	outro	PI0MS000	outro
	,	Fc	,
e	e	CC	e
que	que	CS	que
he	é	VSIP3S0	ser
mto	muito	RQ	muito
solisito	solícito	AQ0MS0	solícito
e	e	CC	e
bon	bom	AQ0MS0	bom
negosiador	negociador	NCMS000	negociador
	.	Fp	.
e	E	CC	e
não	não	RN	não
quer	quer	VMIP3S0	querer
ver	ver	VMN0000	ver
(	(	Fc	(
posto	posto	VMP00SM	pôr
que	que	CS	que
o	o	PP3MSA00	o
sabe	sabe	VMIP3S0	saber
)	)	Fbt	)
que	que	CS	que
o	o	DA0MS0	o
diser	dizer	VMN0000	dizer
vm	VM	NP00000	VM
iso	isso	PD0NN000	isso
não	não	RN	não
fas	faz	VMIP3S0	fazer
credito	crédito	NCMS000	crédito
	.	Fp	.
iso	Isso	PD0NN000	isso
ano	hão	VMIP3P0	haver
de	de	SPS00	de
diser	dizer	VMN0000	dizer
as	as	DA0FP0	o
jentes	gentes	NCFP000	gente
	,	Fc	,
e	e	CC	e
pa	para	SPS00	para
asin	assim	RG	assim
ser	ser	VSN0000	ser
ha	há	VMIP3S0	haver
vm	VM	NP00000	VM
de	de	SPS00	de
maginar	imaginar	VMN0000	imaginar
de	de	SPS00	de
noute	noite	NCFS000	noite
e	e	CC	e
fazer	fazer	VMN0000	fazer
de	de	SPS00	de
dia	dia	NCMS000	dia
	,	Fc	,
e	e	CC	e
con	com	SPS00	com
tanta	tanta	DI0FS0	tanto
puntualidade	pontualidade	NCFS000	pontualidade
	,	Fc	,
trabalho	trabalho	NCMS000	trabalho
e	e	CC	e
vegilansia	vigilância	NCFS000	vigilância
que	que	PR0CN000	que
obrigue	obrigue	VMSP0S0	obrigar
as	as	DA0FP0	o
gentes	gentes	NCFP000	gente
a	a	SPS00	a
o	o	PP3MSA00	o
dizeren	dizerem	VMN03P0	dizer
	.	Fp	.
digame	Diga-me	VMSP0S0+PP1CS000	dizer+me
não	não	RN	não
ve	vê	VMIP3S0	ver
que	que	CS	que
ha	há	VMIP3S0	haver
quatro	quatro	Z	quatro
mezes	meses	NCMP000	mês
que	que	PR0CN000	que
grito	grito	VMIP1S0	gritar
que	que	CS	que
me	me	PP1CS000	me
site	cite	VMSP0S0	citar
	,	Fc	,
execute	execute	VMSP0S0	executar
diogo	Diogo	NP00000	diogo
duarte	Duarte	NP00000	duarte
	,	Fc	,
e	e	CC	e
não	não	RN	não
faz	faz	VMIP3S0	fazer
senão	senão	CC	senão
buscar	buscar	VMN0000	buscar
dilasões	dilações	NCFP000	dilação
pa	para	SPS00	para
não	não	RN	não
concluir	concluir	VMN0000	concluir
.	.	Fp	.
não	Não	RN	não
ve	vê	VMIP3S0	ver
que	que	CS	que
faz	faz	VMIP3S0	fazer
demanda	demanda	NCFS000	demanda
com	com	SPS00	com
po	Pedro	NP00000	pedro
de	de	SPS00	de
lião	Leão	NP00000	leão
en	em	SPS00	em
cousa	coisa	NCFS000	coisa
mais	mais	RC	mais
clara	clara	AQ0FS0	claro
que	que	CS	que
o	o	DA0MS0	o
sol	sol	NCMS000	sol
e	e	CC	e
perdea	perde-a	VMIP3S0+PP3FSA00	perder+o
	,	Fc	,
e	e	CC	e
agora	agora	RG	agora
escreve	escreve	VMIP3S0	escrever
que	que	CS	que
não	não	RN	não
tivemos	tivemos	VMIS1P0	ter
defeza	defesa	NCFS000	defesa
e	e	CC	e
por	por	SPS00	por
iso	isso	PD0NN000	isso
se	se	P00CN000	se
perdeo	perdeu	VMIS3S0	perder
	.	Fp	.
pois	Pois	RG	pois
se	se	CS	se
vm	VM	NP00000	VM
se	se	P00CN000	se
não	não	RN	não
defende	defende	VMIP3S0	defender
	,	Fc	,
claro	claro	AQ0MS0	claro
esta	está	VMIP3S0	estar
que	que	CS	que
o	o	DA0MS0	o
himigo	inimigo	NCMS000	inimigo
o	o	PP3MSA00	o
a	há	VMIP3S0	haver
de	de	SPS00	de
matar	matar	VMN0000	matar
	,	Fc	,
por	por	SPS00	por
fraco	fraco	AQ0MS0	fraco
que	que	PR0CN000	que
seja	seja	VSSP0S0	ser
.	.	Fp	.
não	Não	RN	não
ve	vê	VMIP3S0	ver
que	que	CS	que
pasa	passa	VMIP3S0	passar
de	de	SPS00	de
quatro	quatro	Z	quatro
mezes	meses	NCMP000	mês
que	que	PR0CN000	que
me	me	PP1CS000	me
embargarão	embargaram	VMIS3P0	embargar
os	os	DA0MP0	o
alugueres	alugueres	NCMP000	aluguer
das	das	SPS00+DA0FP0	de+o
casas	casas	NCFP000	casa
,	,	Fc	,
e	e	CC	e
en	em	SPS00	em
hoito	oito	Z	oito
dias	dias	NCMP000	dia
	,	Fc	,
se	se	CS	se
fizera	fizera	VMIM0S0	fazer
petisão	petição	NCFS000	petição
d	de	SPS00	de
agravo	agravo	NCMS000	agravo
a	à	SPS00+DA0FS0	a+o
colasão	colação	NCFS000	colação
	,	Fc	,
não	não	RN	não
chegara	chegara	VMIM0S0	chegar
a	a	SPS00	a
des	dez	Z	dez
dias	dias	NCMP000	dia
	,	Fc	,
e	e	CC	e
oje	hoje	RG	hoje
não	não	RN	não
esta	está	VMIP3S0	estar
concluido	concluído	VMP0000	concluir
	.	Fp	.
ora	Ora	RG	ora
eu	eu	PP1CSN00	eu
sofro	sofro	VMIP1S0	sofrer
mas	mas	CC	mais
he	é	VSIP3S0	ser
forsa	força	NCFS000	força
sentir	sentir	VMN0000	sentir
	,	Fc	,
e	e	CC	e
desengano	desengano	VMIP1S0	desenganar
a	a	SPS00	a
vm	VM	NP00000	VM
por	por	SPS00	por
o	o	DA0MS0	o
que	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
quero	quero	VMIP1S0	querer
e	e	CC	e
sou	sou	VSIP1S0	ser
	,	Fc	,
que	que	CS	que
he	é	VSIP3S0	ser
imposivel	impossível	AQ0CS0	impossível
o	o	DA0MS0	o
remedio	remédio	NCMS000	remédio
das	das	SPS00+DA0FP0	de+o
faltas	faltas	NCFP000	falta
sen	sem	SPS00	sem
o	o	DA0MS0	o
conhesimto	conhecimento	NCMS000	conhecimento
dellas	delas	SPS00+PP3FP000	de+ele
	.	Fp	.
este	Este	PD0MS000	este
	,	Fc	,
quando	quando	CS	quando
hũ	um	DI0MS0	um
per	por	SPS00	por
si	si	PP3CNO00	si
o	o	PP3MSA00	o
não	não	RN	não
quer	quer	VMIP3S0	querer
ter	ter	VMN0000	ter
	,	Fc	,
deve	deve	VMIP3S0	dever
estimar	estimar	VMN0000	estimar
e	e	CC	e
agradeser	agradecer	VMN0000	agradecer
diserenlho	dizerem-lho	VMN03P0+PP3CSD00+PP3MSA00	dizer+lhe+o
	,	Fc	,
e	e	CC	e
	,	Fc	,
asi	assim	RG	assim
	,	Fc	,
peso	peço	VMIP1S0	pedir
a	a	SPS00	a
vm	VM	NP00000	VM
me	me	PP1CS000	me
diga	diga	VMSP0S0	dizer
a	a	SPS00	a
mim	mim	PP1CSO00	mim
o	o	DA0MS0	o
que	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
parese	parece	VMIP3S0	parecer
que	que	CS	que
requere	requer	VMIP3S0	requerer
emenda	emenda	NCFS000	emenda
	,	Fc	,
que	que	CS	que
por	por	SPS00	por
ds	Deus	NP00000	deus
me	me	PP1CS000	me
fara	fará	VMIF3S0	fazer
grande	grande	AQ0CS0	grande
m	mercê	NCFS000	mercê
	.	Fp	.
e	E	CC	e
quando	quando	CS	quando
menos	menos	RC	menos
sei	sei	VMIP1S0	saber
que	que	CS	que
me	me	PP1CS000	me
não	não	RN	não
dira	dirá	VMIF3S0	dizer
senão	senão	CC	senão
o	o	DA0MS0	o
que	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
reparei	reparei	VMIS1S0	reparar
	,	Fc	,
me	me	PP1CS000	me
sera	será	VSIF3S0	ser
bon	bom	AQ0MS0	bom
	,	Fc	,
e	e	CC	e
o	o	DA0MS0	o
mesmo	mesmo	AQ0MS0	mesmo
ten	tem	VMIP3S0	ter
vm	VM	NP00000	VM
obrigasão	obrigação	NCFS000	obrigação
de	de	SPS00	de
crer	crer	VMN0000	crer
de	de	SPS00	de
min	mim	PP1CSO00	mim
	,	Fc	,
posto	posto	VMP00SM	pôr
que	que	CS	que
nos	nos	PP1CP000	nos
podemos	podemos	VMIP1P0	poder
enganar	enganar	VMN0000	enganar
	.	Fp	.
ora	Ora	RG	ora
vm	VM	NP00000	VM
não	não	RN	não
quer	quer	VMIP3S0	querer
que	que	CS	que
lhe	lhe	PP3CSD00	lhe
fasa	faça	VMSP0S0	fazer
senão	senão	CC	senão
ason	ason	X	X
de	de	SPS00	de
seu	seu	DP3MS0	seu
padar	padar	X	X
	,	Fc	,
e	e	CC	e
por	por	SPS00	por
iso	isso	PD0NN000	isso
me	me	PP1CS000	me
calarei	calarei	VMIF1S0	calar
	.	Fp	.
poren	Porém	RG	porém
	,	Fc	,
sera	será	VSIF3S0	ser
no	no	SPS00+DA0MS0	em+o
que	que	PR0CN000	que
me	me	PP1CS000	me
não	não	RN	não
perjudicar	prejudicar	VMN0000	prejudicar
a	a	SPS00	a
meu	meu	DP1MSS	meu
particular	particular	AQ0CS0	particular
	,	Fc	,
e	e	CC	e
con	com	SPS00	com
Lca	licença	NCFS000	licença
por	por	SPS00	por
me	me	PP1CS000	me
pareser	parecer	VMN0000	parecer
nesesario	necessário	AQ0MS0	necessário
	.	Fp	.
lhe	Lhe	PP3CSD00	lhe
digo	digo	VMIP1S0	dizer
que	que	CS	que
	,	Fc	,
se	se	CS	se
me	me	PP1CS000	me
não	não	RN	não
proseguir	proseguir	VMN0000	proseguir
con	com	SPS00	com
notavel	notável	AQ0CS0	notável
rigor	rigor	NCMS000	rigor
a	a	SPS00	a
eses	esses	DD0MP0	esse
dous	dois	Z	dois
cais	cais	NCMP000	cais
	,	Fc	,
que	que	CS	que
não	não	RN	não
ha	há	VMIP3S0	haver
que	que	CS	que
esperar	esperar	VMN0000	esperar
delles	deles	SPS00+PP3MP000	de+ele
	,	Fc	,
e	e	CC	e
a	há	VMIP3S0	haver
lhe	lhe	PP3CSD00	lhe
de	de	SPS00	de
fazer	fazer	VMN0000	fazer
todas	todas	DI0FP0	todo
as	as	DA0FP0	o
avexasois	avexações	NCFP000	avexação
per	por	SPS00	por
justisa	justiça	NCFS000	justiça
que	que	PR0CN000	que
puder	puder	VMSF0S0	poder
ser	ser	VSN0000	ser
	.	Fp	.
e	E	CC	e
pa	para	SPS00	para
iso	isso	PD0NN000	isso
se	se	P00CN000	se
aconselhe	aconselhe	VMSP0S0	aconselhar
con	com	SPS00	com
quẽ	quem	PR0CN000	quem
tem	tem	VMIP3S0	ter
experiensia	experiência	NCFS000	experiência
e	e	CC	e
se	se	P00CN000	se
per	por	SPS00	por
si	si	PP3CNO00	si
se	se	P00CN000	se
não	não	RN	não
atreve	atreve	VMIP3S0	atrever
	.	Fp	.
valhase	Valha-se	VMSP0S0+P00CN000	valer+se
de	de	SPS00	de
quẽ	quem	PR0CN000	quem
o	o	PP3MSA00	o
fasa	faça	VMSP0S0	fazer
por	por	SPS00	por
dro	dinheiro	NCMS000	dinheiro
e	e	CC	e
diga	diga	VMSP0S0	dizer
vm	VM	NP00000	VM
que	que	CS	que
eu	eu	PP1CSN00	eu
lhe	lhe	PP3CSD00	lhe
peso	peço	VMIP1S0	pedir
con	com	SPS00	com
mta	muita	DI0FS0	muito
instansia	instância	NCFS000	instância
fasa	faça	VMSP0S0	fazer
isto	isto	PD0NN000	isto
se	se	CS	se
quer	quer	VMIP3S0	querer
ficar	ficar	VMN0000	ficar
desculpado	desculpado	VMP00SM	desculpar
pa	para	SPS00	para
con	com	SPS00	com
elles	eles	PP3MP000	ele
	.	Fp	.
lembrolhe	Lembro-lhe	VMIP1S0+PP3CSD00	lembrar+lhe
mais	mais	RC	mais
que	que	CS	que
nese	nesse	SPS00+DD0MS0	em+esse
dro	dinheiro	NCMS000	dinheiro
esta	está	VMIP3S0	estar
meu	meu	DP1MSS	meu
remedio	remédio	NCMS000	remédio
depois	depois	RG	depois
de	de	SPS00	de
ds	Deus	NP00000	deus
e	e	CC	e
jurolhe	juro-lhe	VMIP1S0+PP3CSD00	jurar+lhe
que	que	CS	que
	,	Fc	,
se	se	CS	se
vm	VM	NP00000	VM
me	me	PP1CS000	me
encomendara	encomendara	VMIM0S0	encomendar
semelhante	semelhante	AQ0CS0	semelhante
negocio	negócio	NCMS000	negócio
	,	Fc	,
que	que	CS	que
o	o	PP3MSA00	o
ouvera	houvera	VMIM0S0	haver
de	de	SPS00	de
fazer	fazer	VMN0000	fazer
de	de	SPS00	de
modo	modo	NCMS000	modo
que	que	PR0CN000	que
satisfisera	satisfizera	VMIM0S0	satisfazer
e	e	CC	e
obrigara	obrigara	VMIM0S0	obrigar
a	a	SPS00	a
vm	VM	NP00000	VM
	.	Fp	.
resebi	Recebi	VMIS1S0	receber
tamben	também	RG	também
a	a	DA0FS0	o
petisão	petição	NCFS000	petição
da	da	SPS00+DA0FS0	de+o
snra	Senhora	NP00000	senhor
isabel	Isabel	NP00000	isabel
d	de	SPS00	de
abrinhosa	Abrunhosa	NP00000	abrunhosa
,	,	Fc	,
e	e	CC	e
sobre	sobre	SPS00	sobre
ella	ela	PP3FS000	ele
me	me	PP1CS000	me
dis	diz	VMIP3S0	dizer
vm	VM	NP00000	VM
que	que	CS	que
conclua	conclua	VMSP0S0	concluir
que	que	CS	que
esta	está	VMIP3S0	estar
cansado	cansado	VMP00SM	cansar
de	de	SPS00	de
esperar	esperar	VMN0000	esperar
.	.	Fp	.
ds	Deus	NP00000	deus
me	me	PP1CS000	me
valha	valha	VMSP0S0	valer
e	e	CC	e
me	me	PP1CS000	me
de	dê	VMSP0S0	dar
pasiensia	paciência	NCFS000	paciência
,	!	Fa	!
e	E	CC	e
então	então	RG	então
não	não	RN	não
quer	quer	VMIP3S0	querer
que	que	CS	que
lhe	lhe	PP3CSD00	lhe
responda	responda	VMSP0S0	responder
,	,	Fc	,
senão	senão	CC	senão
como	como	CS	como
a	a	SPS00	a
menino rei	menino-rei	NCMS000	menino-rei
;	.	Fp	.
ds	Deus	NP00000	deus
o	o	PP3MSA00	o
cure	cure	VMSP0S0	curar
e	e	CC	e
a	a	SPS00	a
min	mim	PP1CSO00	mim
tamben	também	RG	também
perdoe	perdoe	VMSP0S0	perdoar
	,	Fc	,
valha	valha	VMSP0S0	valer
e	e	CC	e
de	dê	VMSP0S0	dar
pasiensia	paciência	NCFS000	paciência
	,	Fc	,
e	e	CC	e
por	por	SPS00	por
o	o	PP3MSA00	o
agradar	agradar	VMN0000	agradar
me	me	PP1CS000	me
calo	calo	VMIP1S0	calar
	,	Fc	,
diga	diga	VMSP0S0	dizer
o	o	DA0MS0	o
que	que	PR0CN000	que
quiser	quiser	VMSF0S0	querer
.	.	Fp	.
o	O	DA0MS0	o
conde	conde	NCMS000	conde
me	me	PP1CS000	me
ten	tem	VAIP3S0	ter
ora	ora	RG	ora
encarregado	encarregado	VMP0000	encarregar
	,	Fc	,
so	só	RG	só
falo	falo	VMIP1S0	falar
de	de	SPS00	de
sete	sete	Z	sete
mil	mil	Z	mil
crusados	cruzados	NCMP000	cruzado
que	que	PR0CN000	que
deve	deve	VMIP3S0	dever
	,	Fc	,
o	o	DA0MS0	o
que	que	PR0CN000	que
feito	feito	VMP00SM	fazer
procurarei	procurarei	VMIF1S0	procurar
falarlhe	falar-lhe	VMN0000+PP3CSD00	falar+lhe
no	no	SPS00+DA0MS0	em+o
pinheiro	Pinheiro	NP00000	pinheiro
	.	Fp	.
mas	Mas	CC	mas
declaro	declaro	VMIP1S0	declarar
que	que	CS	que
não	não	RN	não
dara	dará	VMIF3S0	dar
seissentos	seiscentos	Z	seiscentos
mil	mil	Z	mil
rs	reales	NCMP000	real
	,	Fc	,
porque	porque	CS	porque
ja	já	RG	já
lhe	lhe	PP3CSD00	lhe
eu	eu	PP1CSN00	eu
dixe	disse	VMIS3S0	dizer
que	que	CS	que
lhe	lhe	PP3CSD00	lhe
quitaria	quitaria	VMIC0S0	quitar
vinte	vinte	Z	vinte
mil	mil	Z	mil
rs	reales	NCMP000	real
pera	para	SPS00	para
a	a	DA0FS0	o
sisa	sisa	NCFS000	sisa
(	(	Fc	(
e	e	CC	e
sou	sou	VSIP1S0	ser
lembrado	lembrado	VMP00SM	lembrar
que	que	CS	que
ha	há	VMIP3S0	haver
dias	dias	NCMP000	dia
mo	mo	PP1CS000+PP3MSA00	me+o
escreveo	escreveu	VMIS3S0	escrever
vm	VM	NP00000	VM
)	)	Fbt	)
e	e	CC	e
	,	Fc	,
contudo	contudo	RG	contudo
	,	Fc	,
não	não	RN	não
conclue	concluí	VMIS1S0	concluir
,	.	Fp	.
diser	Dizer	VMN0000	dizer
vm	VM	NP00000	VM
que	que	CS	que
o	o	DA0MS0	o
conde	conde	NCMS000	conde
não	não	RN	não
paga	paga	VMIP3S0	pagar
sisa	sisa	NCFS000	sisa
	,	Fc	,
enganase	engana-se	VMIP3S0+P00CN000	enganar+se
(	(	Fc	(
e	e	CC	e
perdoe	perdoe	VMSP0S0	perdoar
se	se	CS	se
o	o	PP3MSA00	o
offendo	ofendo	VMIP1S0	ofender
	)	Fb	)
.	.	Fp	.
aqui	Aqui	RG	aqui
mando	mando	VMIP1S0	mandar
a	a	DA0FS0	o
procurasão	procuração	NCFS000	procuração
na	na	SPS00+DA0FS0	em+o
forma	forma	NCFS000	forma
que	que	PR0CN000	que
me	me	PP1CS000	me
pede	pede	VMIP3S0	pedir
,	,	Fc	,
e	e	CC	e
pois	pois	CS	pois
a	a	DA0FS0	o
desima	décima	NCFS000	décima
he	é	VSIP3S0	ser
tam	tão	RC	tão
boa	boa	AQ0FS0	bom
	,	Fc	,
digo	digo	VMIP1S0	dizer
	,	Fc	,
que	que	CS	que
se	se	CS	se
fora	fora	VSIM0S0	ser
posivel	possível	AQ0CS0	possível
não	não	RN	não
inovar	inovar	NCMS000	inovar
seria	seria	VSIC0S0	ser
melhor	melhor	RC	melhor
somte	somente	RG	somente
dar	dar	VMN0000	dar
lca	licença	NCFS000	licença
pa	para	SPS00	para
a	a	DA0FS0	o
venda	venda	NCFS000	venda
	,	Fc	,
porque	porque	CS	porque
depois	depois	RG	depois
ao	ao	SPS00+DA0MS0	a+o
inovar	inovar	NCMS000	inovar
nos	nos	PP1CP000	nos
darão	darão	VMIF3P0	dar
mto	muito	RQ	muito
mais	mais	RC	mais
	.	Fp	.
e	E	CC	e
lhe	lhe	PP3CSD00	lhe
de	de	SPS00	de
ei	hei	VMIP1S0	haver
acresentar	acrescentar	VMN0000	acrescentar
por	por	SPS00	por
o	o	DA0MS0	o
menos	menos	RC	menos
sinco	cinco	Z	cinco
mil	mil	Z	mil
rs	reales	NCMP000	real
de	de	SPS00	de
foro	foro	NCMS000	foro
	,	Fc	,
que	que	PR0CN000	que
he	é	VSIP3S0	ser
o	o	DA0MS0	o
terso	terço	NCMS000	terço
	,	Fc	,
como	como	CS	como
he	é	VSIP3S0	ser
custume	costume	NCMS000	costume
	.	Fp	.
mas	Mas	CC	mas
vm	VM	NP00000	VM
fasa	faça	VMSP0S0	fazer
o	o	DA0MS0	o
que	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
pareser	parecer	VMN0000	parecer
	,	Fc	,
que	que	CS	que
eu	eu	PP1CSN00	eu
creio	creio	VMIP1S0	crer
fara	fará	VMIF3S0	fazer
por	por	SPS00	por
min	mim	PP1CSO00	mim
o	o	DA0MS0	o
que	que	PR0CN000	que
eu	eu	PP1CSN00	eu
farei	farei	VMIF1S0	fazer
por	por	SPS00	por
elle	ele	PP3MS000	ele
	.	Fp	.
e	E	CC	e
se	se	CS	se
vivermos	vivermos	VMSF1P0	viver
	,	Fc	,
espero	espero	VMIP1S0	esperar
en	em	SPS00	em
ds	Deus	NP00000	deus
se	se	P00CN000	se
a	há	VMIP3S0	haver
de	de	SPS00	de
offereser	oferecer	VMN0000	oferecer
ocasião	ocasião	NCFS000	ocasião
en	em	SPS00	em
que	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
meresa	mereça	VMSP0S0	merecer
as	as	DA0MS0	o
que	que	PR0CN000	que
me	me	PP1CS000	me
fizer	fizer	VMSF0S0	fazer
,	,	Fc	,
e	e	CC	e
deme	dê-me	VMSP0S0+PP1CS000	dar+me
lca	licença	NCFS000	licença
pera	para	SPS00	para
lhe	lhe	PP3CSD00	lhe
advirtir	advertir	VMN0000	advertir
que	que	CS	que
	,	Fc	,
se	se	CS	se
fiser	fizer	VMSF0S0	fazer
novo	novo	AQ0MS0	novo
emprasamto	emprazamento	NCMS000	emprazamento
	,	Fc	,
que	que	CS	que
a	a	PP3FSA00	o
de	dê	VMSP0S0	dar
por	por	SPS00	por
que	que	CS	que
se	se	P00CN000	se
pague	pague	VMSP0S0	pagar
a	a	DA0FS0	o
desima	décima	NCFS000	décima
de	de	SPS00	de
laudemio	laudémio	NCMS000	laudémio
e	e	CC	e
não	não	RN	não
enganen	enganarem	VMN03P0	enganar
a	a	DA0FS0	o
vm	VM	NP00000	VM
con	com	SPS00	com
o	o	DA0MS0	o
praso	prazo	NCMS000	prazo
que	que	PR0CN000	que
fez	fez	VMIS3S0	fazer
anta	Antónia	NP00000	antónia
d	de	SPS00	de
agiar	Aguiar	NP00000	aguiar
	,	Fc	,
en	em	SPS00	em
que	que	PR0CN000	que
dis	diz	VMIP3S0	dizer
que	que	CS	que
paguen	paguem	VMSP3P0	pagar
a	a	DA0FS0	o
corentena	quarentena	NCFS000	quarentena
,	,	Fc	,
porque	porque	CS	porque
no	no	SPS00+DA0MS0	em+o
contrato	contrato	NCMS000	contrato
que	que	PR0CN000	que
se	se	P00CN000	se
fez	fez	VMIS3S0	fazer
	,	Fc	,
en	em	SPS00	em
que	que	PR0CN000	que
dei	dei	VMIS1S0	dar
lca	licença	NCFS000	licença
pera	para	SPS00	para
se	se	P00CN000	se
partiren	partirem	VMN03P0	partir
as	as	DA0FP0	o
casas	casas	NCFP000	casa
	,	Fc	,
